"identity","dimension","consensus","disagree","source","se","disagree_scale","rescaled_disagree"
"i_shrimp","Potency",0.212573621569652,0.143860316695535,"UGA ACT Data",0.0195769094521807,NA,0.206289949463113
"b_value","Potency",0.785315438848339,0.155106810759774,"UGA ACT Data",0.0211073634439932,NA,0.24069866947783
"b_revere","Potency",0.657519121194687,0.190972558058246,"UGA ACT Data",0.0284685081103509,NA,0.350430151116699
"i_rancher","Potency",0.54255943226711,0.160551362450776,"UGA ACT Data",0.022053425688969,NA,0.257356309954166
"b_chastise","Potency",0.619180137589468,0.209498209498339,"UGA ACT Data",0.0299283156426199,NA,0.407109499351925
"b_search","Potency",0.59135508818283,0.167646986028102,"UGA ACT Data",0.0230280845451181,NA,0.279065415352476
"b_console","Potency",0.750347826491903,0.159752981003735,"UGA ACT Data",0.0217396271304269,NA,0.254913656846516
"i_con_artist","Potency",0.675366686604128,0.210561556441085,"UGA ACT Data",0.0286537984848277,NA,0.41036281607645
"m_broken_hearted","Potency",0.454993517413209,0.364324229647944,"UGA ACT Data",0.0495782479761123,NA,0.880800691281711
"b_lay_off_someone_from_a_job","Potency",0.736023561101359,0.165033183695884,"UGA ACT Data",0.0226690511827142,NA,0.271068470517099
"m_powerless","Potency",0.088891484170613,0.19652055769302,"UGA ACT Data",0.0267430605730601,NA,0.367404291233992
"m_imaginative","Potency",0.807106484533075,0.144310976820346,"UGA ACT Data",0.0196382365273588,NA,0.207668746977063
"b_submit_to","Potency",0.333258862994176,0.250255709078259,"UGA ACT Data",0.0343752653303687,NA,0.531807328162837
"m_lost","Potency",0.335614299178637,0.248031249712147,"UGA ACT Data",0.0337527778921999,NA,0.525001580604934
"m_strict","Potency",0.676011841169829,0.167945308015501,"UGA ACT Data",0.0228544616295851,NA,0.279978133367532
"m_resourceful","Potency",0.779456867894974,0.181932886438337,"UGA ACT Data",0.0247579299558691,NA,0.322773218385685
"m_cool","Potency",0.685833397344666,0.158455427752471,"UGA ACT Data",0.0215630524982221,NA,0.250943784433664
"b_supervise","Potency",0.760378698237688,0.124125436301063,"UGA ACT Data",0.0170499399306911,NA,0.145910957562293
"m_abusive","Potency",0.670887144383534,0.325654109913461,"UGA ACT Data",0.0443159112182338,NA,0.762489214364623
"i_astrologer","Potency",0.532602906392051,0.158469472530879,"UGA ACT Data",0.0219757618771468,NA,0.250986754522401
"b_detest","Potency",0.549139989008943,0.249523151980012,"UGA ACT Data",0.0339558000756649,NA,0.529566065068365
"b_study","Potency",0.596900191753268,0.153374714650673,"UGA ACT Data",0.0208716550188401,NA,0.235399310431695
"m_grumpy","Potency",0.450216816775148,0.203152689249781,"UGA ACT Data",0.0276455793631199,NA,0.387695339851801
"b_demote","Potency",0.676341433531217,0.160030300625533,"UGA ACT Data",0.0221922097897414,NA,0.255762117990633
"m_ugly","Potency",0.373847741471827,0.179091387009236,"UGA ACT Data",0.0246000939179416,NA,0.314079632836318
"i_patrolman","Potency",0.642120951040617,0.178833166845907,"UGA ACT Data",0.0243361115476934,NA,0.313289606606685
"i_rapist","Potency",0.720215988607014,0.295758548382432,"UGA ACT Data",0.0410143312057559,NA,0.671023553997199
"m_envious","Potency",0.415936282722794,0.262277351892669,"UGA ACT Data",0.0356914268458571,NA,0.568587620701582
"b_mouth_off_to","Potency",0.575237639954283,0.211485604688691,"UGA ACT Data",0.0287795455239582,NA,0.413189947558523
"b_catch","Potency",0.699053639082381,0.162074887073807,"UGA ACT Data",0.0220555985250018,NA,0.262017543214058
"i_advertising_copy_writer","Potency",0.541713309333739,0.182084474543745,"UGA ACT Data",0.026559750331222,NA,0.323237003156898
"i_culprit","Potency",0.485829157114827,0.212145343536311,"UGA ACT Data",0.0291404040272361,NA,0.415208422752742
"m_mentally_retarded","Potency",0.334093154130562,0.196494445386616,"UGA ACT Data",0.0269905878310905,NA,0.367324400466714
"i_dentist","Potency",0.657701512402272,0.152022415108886,"UGA ACT Data",0.0208818846721983,NA,0.2312619413953
"i_born_again_Christian","Potency",0.607432149709073,0.218009131253399,"UGA ACT Data",0.0305273844630383,NA,0.433148718513406
"b_alarm","Potency",0.679741122694903,0.129583018275128,"UGA ACT Data",0.0179699314161678,NA,0.162608464272414
"m_authoritarian","Potency",0.771235665949137,0.207333167849239,"UGA ACT Data",0.0296190239784627,NA,0.400485540676576
"i_hillbilly","Potency",0.337897156688491,0.187204042056493,"UGA ACT Data",0.0254752433791628,NA,0.338900352475929
"i_interrogator","Potency",0.767959733547372,0.136927681301082,"UGA ACT Data",0.0186334972694491,NA,0.185079507445421
"i_niece","Potency",0.450645565409069,0.186842245977916,"UGA ACT Data",0.0254260091689709,NA,0.337793435075798
"b_sit_next_to","Potency",0.561714341454882,0.150206412918995,"UGA ACT Data",0.0204405037636296,NA,0.225705871162108
"i_railroad_engineer","Potency",0.620155254409397,0.169534848169157,"UGA ACT Data",0.0230707706463696,NA,0.284841341562625
"i_fool","Potency",0.29659888100017,0.160915931146969,"UGA ACT Data",0.0218978845997169,NA,0.258471710195502
"m_petrified","Potency",0.379505922523388,0.32539783526886,"UGA ACT Data",0.0446968301602132,NA,0.761705140461895
"m_scornful","Potency",0.512219014827704,0.21489417821256,"UGA ACT Data",0.0300912037924613,NA,0.423618499902254
"i_Navy_reservist","Potency",0.672579916475644,0.156932856494524,"UGA ACT Data",0.0226513067354525,NA,0.246285468000301
"b_forbid","Potency",0.730319444009911,0.160289858269202,"UGA ACT Data",0.0218126868723655,NA,0.256556236249858
"b_stroke","Potency",0.591312995339318,0.190838470917197,"UGA ACT Data",0.0252771729702644,NA,0.35001991065709
"m_sniveling","Potency",0.372428240891905,0.198329653679315,"UGA ACT Data",0.0335238301291813,NA,0.372939231893421
"i_assailant","Potency",0.689014746043011,0.187531654202614,"UGA ACT Data",0.0273543031458503,NA,0.339902683917612
"i_loafer","Potency",0.342791135931864,0.158130472610134,"UGA ACT Data",0.0250026230463448,NA,0.249949582111932
"i_pharmacist","Potency",0.660243067405585,0.190328861996991,"UGA ACT Data",0.0263938642742638,NA,0.348460758929251
"m_light_hearted","Potency",0.610345418928752,0.202843278510594,"UGA ACT Data",0.0289776112157991,NA,0.386748695730224
"i_backstabber","Potency",0.620170953456972,0.281725830639914,"UGA ACT Data",0.039068343384419,NA,0.628090364943807
"i_dropout","Potency",0.227549798401782,0.162386703745817,"UGA ACT Data",0.0225189841080432,NA,0.262971548302383
"i_farmer","Potency",0.549866971598142,0.179592873917068,"UGA ACT Data",0.0249050506006126,NA,0.315613935215714
"m_active","Potency",0.776788707542665,0.146209693590658,"UGA ACT Data",0.0202756364311922,NA,0.213477882994362
"m_embarrassed","Potency",0.359256842565158,0.250032814302413,"UGA ACT Data",0.0346733127890737,NA,0.531125380180556
"i_conservative","Potency",0.564796898548007,0.172526132567637,"UGA ACT Data",0.0241584907408839,NA,0.293993195177077
"m_regretful","Potency",0.408498567270785,0.280224399688235,"UGA ACT Data",0.0388601323735403,NA,0.623496727411732
"m_creative","Potency",0.760913909407922,0.145514520938773,"UGA ACT Data",0.0201792333295894,NA,0.211350997850958
"i_cop","Potency",0.808095797403234,0.129368917714046,"UGA ACT Data",0.0179402410103568,NA,0.161953422246057
"i_pawnbroker","Potency",0.55586733691095,0.138249997102592,"UGA ACT Data",0.0208419712571372,NA,0.189125141038015
"m_impractical","Potency",0.391350743729015,0.221664363090946,"UGA ACT Data",0.031348074857801,NA,0.444331923534335
"m_timid","Potency",0.253218582666384,0.143274874477355,"UGA ACT Data",0.0198686502466835,NA,0.204498785278517
"i_unwanted_child","Potency",0.280017439387367,0.241203771003926,"UGA ACT Data",0.0344576815719894,NA,0.504112866136607
"b_intimidate","Potency",0.700984255445718,0.209029788804037,"UGA ACT Data",0.0289872162166293,NA,0.405676363262821
"b_debate_with","Potency",0.712789444829302,0.14492832217422,"UGA ACT Data",0.0200979421871583,NA,0.20955751900793
"i_brunette","Potency",0.590204740462955,0.161074943468952,"UGA ACT Data",0.0223370756872988,NA,0.258958209404476
"i_neurotic","Potency",0.447052407252218,0.202469553813669,"UGA ACT Data",0.0308763174924649,NA,0.385605282646501
"i_spouse","Potency",0.73331900645374,0.13953801209767,"UGA ACT Data",0.0193504406728639,NA,0.19306583109549
"m_friendly","Potency",0.764222876182116,0.167737685682815,"UGA ACT Data",0.0232610317906559,NA,0.279342911522095
"m_intoxicated","Potency",0.393291011662597,0.264509919418604,"UGA ACT Data",0.0366809260512548,NA,0.575418175225957
"b_implicate","Potency",0.601073642922749,0.156715009959573,"UGA ACT Data",0.0250944852183722,NA,0.2456189651431
"m_resentful","Potency",0.431767045550568,0.271143825683491,"UGA ACT Data",0.0383455275635319,NA,0.595714653574546
"m_neurotic","Potency",0.464550452626992,0.225915602326744,"UGA ACT Data",0.035282089484698,NA,0.457338616975385
"m_outrage","Potency",0.654292977511656,0.245242463859279,"UGA ACT Data",0.0340090107063751,NA,0.516469272576827
"b_emulate","Potency",0.566477226012059,0.173636347659904,"UGA ACT Data",0.027117441614645,NA,0.297389905302713
"b_slap","Potency",0.63291860485786,0.237388189764664,"UGA ACT Data",0.0329198188610027,NA,0.49243907110277
"i_blockhead","Potency",0.346393285579113,0.194855700618476,"UGA ACT Data",0.0308093914511133,NA,0.362310650441112
"b_defile","Potency",0.580060313858059,0.298120224814948,"UGA ACT Data",0.0434853040579828,NA,0.678249118041215
"i_spook","Potency",0.533348228380746,0.212435350458065,"UGA ACT Data",0.0320258340762299,NA,0.416095700771649
"b_hookup_with","Potency",0.561625558024935,0.237694989895836,"UGA ACT Data",0.0329623643842435,NA,0.493377728052545
"b_request_something_from","Potency",0.529739758036431,0.168801631742759,"UGA ACT Data",0.0234085745627119,NA,0.282598061249491
"b_warn","Potency",0.722898322775667,0.13426350534745,"UGA ACT Data",0.0186189981905293,NA,0.176928444195412
"b_make_love_to","Potency",0.845036027043365,0.171440056047387,"UGA ACT Data",0.0237744581825874,NA,0.290670337165824
"b_excite","Potency",0.747493043170379,0.141853322209979,"UGA ACT Data",0.019671516416269,NA,0.200149537088365
"i_brute","Potency",0.70503931267317,0.174980110200824,"UGA ACT Data",0.0270000171807231,NA,0.301501155330738
"i_mail_carrier","Potency",0.490562834412073,0.178188933577693,"UGA ACT Data",0.0247103591051777,NA,0.311318570831135
"m_sophisticated","Potency",0.756268967960558,0.108584173558958,"UGA ACT Data",0.015204825567525,NA,0.0983623655020679
"b_force","Potency",0.691276902149636,0.264186125088241,"UGA ACT Data",0.0366360238566076,NA,0.574427524415831
"i_sidekick","Potency",0.497360980128186,0.204174271536323,"UGA ACT Data",0.0283138771213354,NA,0.390820877345425
"i_conformist","Potency",0.26224195023568,0.187026017191415,"UGA ACT Data",0.0261888807068218,NA,0.338355684270606
"b_answer","Potency",0.641636987378378,0.149117682645308,"UGA ACT Data",0.0206789019560009,NA,0.222374893975363
"m_rebellious","Potency",0.667441972646336,0.149101909420306,"UGA ACT Data",0.0206767146032501,NA,0.222326635693297
"i_child","Potency",0.363955099635453,0.175278447187292,"UGA ACT Data",0.0243067472622111,NA,0.302413919235541
"m_hopeless","Potency",0.233229716290088,0.274220096597764,"UGA ACT Data",0.0380274853479202,NA,0.605126523973803
"b_embarrass","Potency",0.651610978294251,0.214266462113393,"UGA ACT Data",0.0297134121446962,NA,0.421697998510302
"m_unreliable","Potency",0.326429157671127,0.256813903156757,"UGA ACT Data",0.035613680618605,NA,0.551872164596328
"m_flexible","Potency",0.671599573320801,0.158017674688404,"UGA ACT Data",0.0219131087891781,NA,0.249604476154033
"i_mastermind","Potency",0.831213487068954,0.178583626217483,"UGA ACT Data",0.0247650931263627,NA,0.312526135469218
"i_buffoon","Potency",0.349746008389474,0.203982085498884,"UGA ACT Data",0.030075517706511,NA,0.390232882943331
"m_humble","Potency",0.721825894851351,0.194075007465512,"UGA ACT Data",0.0269133611808831,NA,0.359922114781526
"m_acquiescent","Potency",0.448162404448516,0.179523988826496,"UGA ACT Data",0.0366451807678354,NA,0.315403180843628
"b_quarrel_with","Potency",0.550360687786783,0.209620120959918,"UGA ACT Data",0.0290690805573057,NA,0.407482488242871
"i_missionary","Potency",0.663103578677184,0.211494891163014,"UGA ACT Data",0.0293290644071894,NA,0.413218359585693
"m_mad","Potency",0.496958765307898,0.268462332948687,"UGA ACT Data",0.0372290271914299,NA,0.587510609522565
"i_chain_smoker","Potency",0.298950432951367,0.173780724362068,"UGA ACT Data",0.0243341687312165,NA,0.297831626739904
"b_mislead","Potency",0.60335556780403,0.202953301121374,"UGA ACT Data",0.028144558989146,NA,0.387085310606646
"m_indignant","Potency",0.472785513094111,0.163535746800746,"UGA ACT Data",0.0268851111622679,NA,0.266487052826376
"m_discouraged","Potency",0.314221618866984,0.269796694419698,"UGA ACT Data",0.0374140698338812,NA,0.591593096917498
"b_visit","Potency",0.655040102221354,0.175517500508778,"UGA ACT Data",0.0245773660360818,NA,0.303145304390827
"i_breadwinner","Potency",0.767830887428564,0.166722974905661,"UGA ACT Data",0.0240643886104696,NA,0.27623839745508
"b_abandon","Potency",0.48926580703629,0.337689525314921,"UGA ACT Data",0.0468291114888478,NA,0.799311644220915
"b_diagnose","Potency",0.743294835890342,0.166424379836383,"UGA ACT Data",0.0230789090379759,NA,0.275324843944282
"b_shame","Potency",0.611579913263771,0.222901981522071,"UGA ACT Data",0.0312125205415735,NA,0.448118424984331
"i_playboy","Potency",0.553439295360501,0.23255872405354,"UGA ACT Data",0.0332226748647915,NA,0.477663290088213
"i_hero","Potency",0.906036478515601,0.10548211477508,"UGA ACT Data",0.0146277374409973,NA,0.0888715969519794
"m_agreeable","Potency",0.61806762095854,0.174228234684293,"UGA ACT Data",0.0241611089918382,NA,0.299200787412839
"b_draw_near_to","Potency",0.63205927833609,0.176661278076975,"UGA ACT Data",0.0247375269310123,NA,0.306644699124726
"i_lawyer","Potency",0.8104202803191,0.152103840876971,"UGA ACT Data",0.0210930075952667,NA,0.231511064049881
"b_interview","Potency",0.706754270754421,0.164669558671912,"UGA ACT Data",0.0228355591269079,NA,0.269955957446919
"b_admonish","Potency",0.576587287839069,0.165618606045207,"UGA ACT Data",0.0302376821578405,NA,0.272859573912804
"i_brother_in_law","Potency",0.530456283238045,0.100723839085845,"UGA ACT Data",0.0139678833263691,NA,0.0743136222615075
"i_myself_as_i_would_like_to_be","Potency",0.785690003249641,0.153137956473844,"UGA ACT Data",0.021236413626393,NA,0.234674947286062
"i_firefighter","Potency",0.849731420788228,0.121755307735307,"UGA ACT Data",0.0168844232730594,NA,0.13865953416295
"b_hire","Potency",0.778845215832718,0.122591904808415,"UGA ACT Data",0.0170004384132131,NA,0.141219108221256
"b_cooperate_with","Potency",0.693387094954758,0.176762259892959,"UGA ACT Data",0.0247516672135894,NA,0.306953653632052
"i_clown","Potency",0.363146040388691,0.170154074439052,"UGA ACT Data",0.023596124619966,NA,0.286735868268004
"b_bewilder","Potency",0.594134883759251,0.162690057257887,"UGA ACT Data",0.0239873402890551,NA,0.263899660299124
"b_discriminate_against","Potency",0.514846598952742,0.319617848870592,"UGA ACT Data",0.0443230208714007,NA,0.744021235368371
"i_daughter_in_law","Potency",0.528755926662033,0.130791327467634,"UGA ACT Data",0.0181374937527137,NA,0.166305293920717
"m_self_assured","Potency",0.814669120417032,0.125207497422215,"UGA ACT Data",0.0173631558472432,NA,0.149221530434503
"b_malign","Potency",0.581163643014639,0.177945814680905,"UGA ACT Data",0.0324883122381219,NA,0.310574747022391
"b_deprecate","Potency",0.530049020139503,0.260590017485046,"UGA ACT Data",0.0422732829689144,NA,0.563425210365393
"i_little_sister","Potency",0.444364490147433,0.211842102459136,"UGA ACT Data",0.0293772139507119,NA,0.414280654751274
"i_ex_convict","Potency",0.385061069138428,0.213144505265473,"UGA ACT Data",0.0295578247237718,NA,0.418265364408672
"b_shoot","Potency",0.697583632626986,0.323926024698205,"UGA ACT Data",0.0449204573656382,NA,0.757202126673679
"m_softhearted","Potency",0.546920360435893,0.196583758902023,"UGA ACT Data",0.0275272322433867,NA,0.367597655734321
"m_assertive","Potency",0.761492061567008,0.158594446994642,"UGA ACT Data",0.0219930927170399,NA,0.251369114687981
"i_hairdresser","Potency",0.497943514434884,0.179390638109652,"UGA ACT Data",0.0248770055400982,NA,0.314995193478547
"i_maid","Potency",0.377635778655999,0.13880133863549,"UGA ACT Data",0.0192482824443577,NA,0.190811973959424
"i_novice","Potency",0.314604356081067,0.161364593106395,"UGA ACT Data",0.0246078697510277,NA,0.259844394309765
"i_chatterbox","Potency",0.531419882055659,0.148945997674444,"UGA ACT Data",0.0208566114139206,NA,0.221849622716653
"b_have_a_heart_to_heart","Potency",0.833362031946282,0.129609456002666,"UGA ACT Data",0.017973597669331,NA,0.162689350667719
"i_extrovert","Potency",0.689388711745454,0.153579507817088,"UGA ACT Data",0.0221672925450514,NA,0.236025876424957
"m_anxious","Potency",0.395213013173336,0.254084164672275,"UGA ACT Data",0.0352351340003586,NA,0.543520512366805
"m_horny","Potency",0.666789372582695,0.209580899663128,"UGA ACT Data",0.0277596683026615,NA,0.407362490436252
"m_cultivated","Potency",0.6680130544705,0.189597349375793,"UGA ACT Data",0.0260431988334355,NA,0.346222691418944
"i_braggart","Potency",0.412320899933408,0.173264675480542,"UGA ACT Data",0.0284845371847925,NA,0.29625277190951
"b_applaud","Potency",0.764958621995298,0.140563827532753,"UGA ACT Data",0.018456934782435,NA,0.196204319933961
"m_lazy","Potency",0.248516158143293,0.176007108011854,"UGA ACT Data",0.0231108655109924,NA,0.304643261655928
"i_coal_miner","Potency",0.502243592134426,0.202346997600855,"UGA ACT Data",0.0268015145677295,NA,0.385230321135057
"b_murmur_to","Potency",0.407753121093378,0.165042864424853,"UGA ACT Data",0.0224594890849018,NA,0.271098088768863
"b_gaze_at","Potency",0.530591199622634,0.194416492347987,"UGA ACT Data",0.0255281360993137,NA,0.360966889948188
"i_blogger","Potency",0.545470208789983,0.207600968385027,"UGA ACT Data",0.027259342616862,NA,0.40130487811659
"m_demure","Potency",0.491318566984562,0.219235180297662,"UGA ACT Data",0.0400266845492472,NA,0.436899823350824
"b_quiet","Potency",0.65541329143424,0.18012396267447,"UGA ACT Data",0.0236514350113424,NA,0.317238804641867
"b_undermine","Potency",0.475965562972279,0.267516016943152,"UGA ACT Data",0.0354333620474365,NA,0.584615349693686
"m_refined","Potency",0.679270609889147,0.187615200468861,"UGA ACT Data",0.0246350827238279,NA,0.340158294249788
"m_cheerless","Potency",0.364191578577161,0.256591112791321,"UGA ACT Data",0.0336920637241351,NA,0.551190536058363
"i_landlord","Potency",0.741781235183346,0.122576960077364,"UGA ACT Data",0.0160951433785472,NA,0.141173384721692
"b_humble","Potency",0.73363829226664,0.143981189233997,"UGA ACT Data",0.0189056563572168,NA,0.206659759762185
"m_idealistic","Potency",0.632397172887419,0.211696645449529,"UGA ACT Data",0.027797131362347,NA,0.413835628106601
"i_crane_operator","Potency",0.650663537063026,0.157645454498031,"UGA ACT Data",0.0210662599754962,NA,0.24846566611766
"b_attack","Potency",0.702167139305721,0.247129517440335,"UGA ACT Data",0.0324496953894349,NA,0.522242724992526
"i_myself_as_others_see_me","Potency",0.635331578204664,0.135655889476462,"UGA ACT Data",0.0179680615038014,NA,0.181188452280996
"b_instruct","Potency",0.780714995543672,0.139158559381631,"UGA ACT Data",0.0182724140342999,NA,0.19190489310091
"i_machine_repairer","Potency",0.627386447451501,0.13172102413418,"UGA ACT Data",0.0172958178116886,NA,0.169149706776411
"m_uncomfortable","Potency",0.39426649921688,0.287169165128326,"UGA ACT Data",0.0377071587003051,NA,0.644744281381086
"m_unscrupulous","Potency",0.476032751995002,0.204880168789443,"UGA ACT Data",0.0341466947982406,NA,0.392980574474419
"i_private_eye","Potency",0.67127812993935,0.175956475933203,"UGA ACT Data",0.0233060045808665,NA,0.304488352489739
"i_geek","Potency",0.56515727893008,0.243865571905472,"UGA ACT Data",0.0320211183442037,NA,0.512256662899674
"i_construction_laborer","Potency",0.58066005831541,0.177761724887517,"UGA ACT Data",0.023545115646121,NA,0.310011523130386
"b_scrutinize","Potency",0.503290317949646,0.253153458661952,"UGA ACT Data",0.0332406776230021,NA,0.540673011417415
"m_glum","Potency",0.337884354084163,0.24184874051699,"UGA ACT Data",0.0326108775186926,NA,0.506086154457952
"m_kindly","Potency",0.788331094306222,0.147514868859596,"UGA ACT Data",0.0193696512237233,NA,0.217471075018693
"i_drug_dealer","Potency",0.682840456736499,0.177872408056329,"UGA ACT Data",0.0233557914060456,NA,0.310350158988305
"b_peep_at","Potency",0.384088249540436,0.213847145781529,"UGA ACT Data",0.0283247464053641,NA,0.420415097529935
"b_interfere_with","Potency",0.610182918730672,0.169947122771286,"UGA ACT Data",0.0223151504658709,NA,0.286102698326149
"b_use","Potency",0.55204604765357,0.264795658321917,"UGA ACT Data",0.0347693733309928,NA,0.576292395215337
"b_amuse","Potency",0.741979989846802,0.181420737031321,"UGA ACT Data",0.0238217098263646,NA,0.321206294022318
"b_caution","Potency",0.655774820005968,0.161509171629156,"UGA ACT Data",0.0212071932007532,NA,0.260286733218354
"m_childish","Potency",0.364676302573744,0.194869494709874,"UGA ACT Data",0.0255876182235301,NA,0.362352853551348
"m_immoral","Potency",0.477681005866807,0.296911090391948,"UGA ACT Data",0.0393268346395599,NA,0.674549763594975
"m_unkind","Potency",0.421089573416025,0.292551928938449,"UGA ACT Data",0.0384139502151388,NA,0.661212881443466
"m_grief_stricken","Potency",0.387690636200148,0.314706515709245,"UGA ACT Data",0.0413229899754931,NA,0.728994980369923
"b_pursue","Potency",0.671375058213459,0.157940602899119,"UGA ACT Data",0.0207386171703972,NA,0.249368674525239
"m_composed","Potency",0.752265136176739,0.175152398422993,"UGA ACT Data",0.0231995019128803,NA,0.302028272240648
"i_bill_collector","Potency",0.688289411929871,0.146921792700543,"UGA ACT Data",0.0194602668389872,NA,0.215656554743514
"b_tease","Potency",0.533320246881237,0.241134257070317,"UGA ACT Data",0.0316624791361826,NA,0.503900187815254
"b_jail","Potency",0.786004588050484,0.19937828739788,"UGA ACT Data",0.0264082992954706,NA,0.376147533415121
"i_counselor","Potency",0.686528647064553,0.183786968552084,"UGA ACT Data",0.0241324112466762,NA,0.328445794387754
"i_adolescent","Potency",0.398637448405397,0.200109484013429,"UGA ACT Data",0.026275662527203,NA,0.378384634104137
"i_athlete","Potency",0.79310300569823,0.12411450583083,"UGA ACT Data",0.0162970330267935,NA,0.145877515719196
"b_suck_up_to","Potency",0.341100721744747,0.251242222678849,"UGA ACT Data",0.0329897200437077,NA,0.534825572789074
"b_ridicule","Potency",0.496672151991149,0.291479591171124,"UGA ACT Data",0.0382731453680905,NA,0.657932057234042
"b_understand","Potency",0.819007882413715,0.199316135907345,"UGA ACT Data",0.0261714908173771,NA,0.375957380535112
"i_client","Potency",0.648064995002912,0.184577189289598,"UGA ACT Data",0.0244478459590191,NA,0.330863479752776
"i_smart_aleck","Potency",0.480914172676856,0.18021269433663,"UGA ACT Data",0.0236630860493823,NA,0.31751027972577
"i_pothead","Potency",0.325540228428791,0.196434337666317,"UGA ACT Data",0.0260183636277677,NA,0.36714050051472
"i_marine","Potency",0.826439435386697,0.159600332328801,"UGA ACT Data",0.0211395804367831,NA,0.254446627256101
"i_telephone_installer","Potency",0.479230132844201,0.144556761480877,"UGA ACT Data",0.0189812326958077,NA,0.208420726706907
"b_love","Potency",0.863472460409882,0.198049721113849,"UGA ACT Data",0.0260052024083224,NA,0.372082776431559
"b_disappoint","Potency",0.506977386560527,0.31670394733063,"UGA ACT Data",0.0415852655965784,NA,0.735106135101007
"m_smug","Potency",0.476191967875395,0.194934420571683,"UGA ACT Data",0.0262849519077561,NA,0.362551494637889
"b_scream_at","Potency",0.6702893556431,0.240664231839894,"UGA ACT Data",0.0316007617998218,NA,0.502462142637701
"b_frustrate","Potency",0.624618663529491,0.199154666855919,"UGA ACT Data",0.0261502888922172,NA,0.375463364946804
"m_self_confident","Potency",0.847435025687971,0.14370350815925,"UGA ACT Data",0.0188691950458192,NA,0.205810192750477
"b_frisk","Potency",0.625796130041239,0.218281902571201,"UGA ACT Data",0.0294331257383437,NA,0.433983264092562
"b_acclaim","Potency",0.651161970413552,0.196216421250535,"UGA ACT Data",0.0274757946836374,NA,0.366473783856673
"m_tactful","Potency",0.726039950769902,0.179035942996517,"UGA ACT Data",0.0239246842361056,NA,0.313910001527285
"b_lecture","Potency",0.648795747378155,0.158936089306507,"UGA ACT Data",0.0208693309395117,NA,0.252414371510863
"i_doctor","Potency",0.841458662817107,0.138268859083848,"UGA ACT Data",0.0181555906618838,NA,0.18918284938946
"b_direct","Potency",0.736205853904211,0.156790819161446,"UGA ACT Data",0.0205876431692434,NA,0.245850903877688
"i_prude","Potency",0.441730943045593,0.216602195008841,"UGA ACT Data",0.0294758252743598,NA,0.428844188137892
"m_obligated","Potency",0.563833883136762,0.274746001096065,"UGA ACT Data",0.0360759173463978,NA,0.606735532126314
"b_bewitch","Potency",0.672883151765192,0.234982811936941,"UGA ACT Data",0.032277371565907,NA,0.485079802362578
"i_superior","Potency",0.808619127373578,0.138992156732871,"UGA ACT Data",0.0182505642960727,NA,0.191395783140223
"i_freeloader","Potency",0.270664569113581,0.166562363935701,"UGA ACT Data",0.022061724050208,NA,0.275747007172466
"m_honest","Potency",0.829270813473722,0.167520974909908,"UGA ACT Data",0.0219965816446032,NA,0.278679883536081
"m_attentive","Potency",0.738292621621905,0.153717654844809,"UGA ACT Data",0.0201841169252339,NA,0.236448538133627
"m_cold","Potency",0.440737850498035,0.265388563482689,"UGA ACT Data",0.0348472255926779,NA,0.57810639232019
"i_bum","Potency",0.210502563523907,0.176655470817939,"UGA ACT Data",0.0231959997182584,NA,0.306626931778823
"m_conventional","Potency",0.494807368627072,0.192279470244147,"UGA ACT Data",0.0256944250058569,NA,0.354428657249512
"b_foil","Potency",0.649227905966154,0.176910921557871,"UGA ACT Data",0.0255348920460054,NA,0.307408484939983
"m_dominant","Potency",0.845390277474808,0.153994771351229,"UGA ACT Data",0.0202205041051785,NA,0.237296377844953
"b_plot_against","Potency",0.62614420408259,0.239059081543901,"UGA ACT Data",0.0313899952402511,NA,0.497551175112986
"m_ill_at_ease","Potency",0.421920393223808,0.242493188184742,"UGA ACT Data",0.0329991431751842,NA,0.508057846190251
"i_quack","Potency",0.367856474911792,0.156866074208043,"UGA ACT Data",0.0219656439573183,NA,0.246081147170688
"i_photographer","Potency",0.621092302784467,0.165036205267188,"UGA ACT Data",0.0216703154063395,NA,0.271077715033696
"b_grieve_for","Potency",0.593102627736311,0.280268976177746,"UGA ACT Data",0.0368011195031464,NA,0.62363310946449
"i_felon","Potency",0.473642123959615,0.23990226519971,"UGA ACT Data",0.0317758312790215,NA,0.500130900862896
"m_ruthless","Potency",0.686945370317527,0.185547254512039,"UGA ACT Data",0.0245763342365778,NA,0.333831400461606
"m_possessive","Potency",0.560953732955363,0.228409188416941,"UGA ACT Data",0.0302535360709204,NA,0.464967759454818
"b_stop","Potency",0.708363382853279,0.141459626811257,"UGA ACT Data",0.0187367852929856,NA,0.198945023515663
"i_fanatic","Potency",0.551804952354804,0.141293967318038,"UGA ACT Data",0.0185528068331298,NA,0.198438187244074
"m_sensitive","Potency",0.514646758489928,0.220719938267823,"UGA ACT Data",0.0292350700085131,NA,0.441442449790057
"i_speech_language_pathologist","Potency",0.637481532262182,0.181782034325391,"UGA ACT Data",0.0254545762299941,NA,0.322311685388082
"i_feminist","Potency",0.614754490030044,0.162405975083474,"UGA ACT Data",0.021324949263316,NA,0.263030509082335
"i_Turk","Potency",0.514245977540421,0.0976174867805941,"UGA ACT Data",0.0140898705675977,NA,0.06480971765551
"i_anti_Semite","Potency",0.453273091981013,0.256393682800708,"UGA ACT Data",0.0390996700694193,NA,0.550586497748227
